LGA,Climate,Crop,pH,N,P,K,Temp,Rainfall,Salinity
Kanam,Lowland,Tomato,7.78,131.07,55.91,194.16,19.25,300.24,0.66
Kanam,Lowland,Tomato,3.91,178.99,92.45,184.24,25.41,302.62,0.38
Kanam,Lowland,Tomato,8.75,140.41,71.45,126.16,18.38,592.83,2.33
Kanam,Lowland,Tomato,6.98,102.37,126.55,237.12,27.18,452.0,0.38
Kanam,Lowland,Tomato,4.73,120.01,103.81,151.93,23.78,379.42,1.83
Kanam,Lowland,Tomato,6.89,105.43,124.89,162.04,28.97,335.88,1.39
Kanam,Lowland,Tomato,6.37,140.65,104.62,234.41,27.71,454.15,0.39
Kanam,Lowland,Tomato,6.42,118.44,57.79,202.69,25.25,429.1,2.02
Kanam,Lowland,Tomato,7.62,144.69,100.49,220.62,27.64,456.76,1.24
Kanam,Lowland,Tomato,8.6,118.96,125.09,153.14,27.83,567.43,0.38
Kanam,Lowland,Tomato,6.27,155.74,93.53,233.79,25.06,300.0,2.5
Kanam,Lowland,Groundnut,6.31,25.0,17.47,28.77,24.76,375.0,1.26
Kanam,Lowland,Groundnut,6.25,21.88,11.38,49.51,25.49,615.66,0.98
Kanam,Lowland,Groundnut,6.27,25.0,27.03,48.87,22.88,491.71,0.99
Kanam,Lowland,Groundnut,7.4,20.49,50.0,50.0,22.68,401.49,1.37
Kanam,Lowland,Groundnut,7.35,24.99,29.1,38.5,32.63,384.88,1.17
Kanam,Lowland,Groundnut,7.42,25.0,41.03,50.0,28.94,479.57,0.85
Kanam,Lowland,Groundnut,6.17,20.41,33.37,47.25,29.15,375.0,0.85
Kanam,Lowland,Groundnut,7.22,18.34,27.15,32.46,23.43,594.13,0.77
Kanam,Lowland,Groundnut,7.7,25.0,34.66,39.27,26.65,414.61,0.5
Kanam,Lowland,Groundnut,7.01,25.0,32.74,41.44,29.16,375.0,1.34
Kanam,Lowland,Groundnut,5.84,18.34,28.6,50.0,27.75,375.0,1.27
Kanam,Lowland,Groundnut,5.61,16.21,25.35,37.62,32.28,375.0,1.42
Kanam,Lowland,Groundnut,7.23,25.0,50.0,49.4,24.45,487.99,0.68
Kanam,Lowland,Groundnut,6.19,25.0,22.36,42.1,27.14,563.98,1.21
Kanam,Lowland,Groundnut,5.66,23.11,24.85,38.34,27.58,517.25,1.06
Kanam,Lowland,Groundnut,6.66,19.74,50.0,50.0,29.93,617.11,0.96
Kanam,Lowland,Groundnut,7.38,25.0,26.94,50.0,33.52,676.23,1.09
Kanam,Lowland,Groundnut,6.92,25.0,41.3,50.0,27.17,653.62,1.0
Kanam,Lowland,Groundnut,7.0,25.0,37.82,50.0,26.64,674.63,1.12
Kanam,Lowland,Groundnut,6.69,25.0,50.0,38.46,25.19,812.97,1.03
Kanam,Lowland,Groundnut,6.72,24.21,44.55,50.0,25.67,488.71,0.75
Kanam,Lowland,Groundnut,7.05,25.0,50.0,50.0,35.0,433.01,0.59
Kanam,Lowland,Groundnut,7.49,25.0,11.25,45.92,28.89,424.68,0.52
Kanam,Lowland,Groundnut,6.49,18.66,36.18,31.68,28.32,560.55,0.85
Kanam,Lowland,Groundnut,7.26,16.87,16.68,45.8,30.49,525.47,1.5
Kanam,Lowland,Groundnut,6.13,16.73,50.0,36.17,30.39,385.94,0.15
Kanam,Lowland,Groundnut,6.39,25.0,11.25,50.0,30.67,375.0,0.8
Kanam,Lowland,Groundnut,7.55,25.0,23.1,50.0,25.6,629.8,1.27
Kanam,Lowland,Groundnut,6.68,25.0,12.34,36.86,26.68,489.81,1.25
Kanam,Lowland,Groundnut,7.16,25.0,44.29,40.43,31.77,407.88,1.31
Kanam,Lowland,Groundnut,6.6,13.2,37.57,50.0,26.4,456.73,0.82
Kanam,Lowland,Groundnut,5.47,11.06,45.91,41.48,34.49,659.72,1.43
Kanam,Lowland,Groundnut,6.22,15.48,11.25,44.78,19.69,444.59,0.81
Kanam,Lowland,Groundnut,5.84,18.8,23.69,50.0,24.88,534.06,0.93
Kanam,Lowland,Groundnut,6.64,21.07,11.25,50.0,30.21,617.22,0.85
Kanam,Lowland,Groundnut,6.51,25.0,11.25,38.93,25.21,447.02,0.57
Kanam,Lowland,Groundnut,6.81,25.0,47.24,50.0,23.58,517.17,0.93
Kanam,Lowland,Groundnut,6.6,18.54,13.53,50.0,24.69,518.56,0.79
Kanam,Lowland,Groundnut,6.7,19.31,29.21,40.98,28.56,656.11,0.97
Kanam,Lowland,Groundnut,6.8,25.0,11.25,50.0,24.31,602.52,1.14
Kanam,Lowland,Groundnut,6.07,25.0,34.18,50.0,28.68,487.35,0.7
Kanam,Lowland,Groundnut,5.57,23.02,22.89,50.0,23.02,472.14,1.08
Kanam,Lowland,Groundnut,7.01,14.01,37.22,46.53,27.35,375.0,1.4
Kanam,Lowland,Groundnut,6.72,15.93,32.39,50.0,32.28,463.91,0.88
Kanam,Lowland,Groundnut,6.23,25.0,15.48,40.87,27.76,375.0,1.44
Kanam,Lowland,Groundnut,7.76,22.23,11.25,50.0,26.31,636.91,0.6
Kanam,Lowland,Groundnut,6.94,25.0,17.04,50.0,31.07,510.12,0.91
Kanam,Lowland,Groundnut,6.09,25.0,42.16,45.09,27.56,664.83,0.48
Kanam,Lowland,Groundnut,6.97,21.62,50.0,49.24,32.41,411.27,0.44
Kanam,Lowland,Groundnut,6.47,25.0,19.46,50.0,27.27,375.0,1.07
Kanam,Lowland,Pepper,5.59,130.08,59.58,125.0,22.48,1044.01,1.09
Kanam,Lowland,Pepper,6.11,120.08,18.75,96.18,27.01,570.66,2.24
Kanam,Lowland,Pepper,5.98,118.79,44.6,53.19,30.26,672.56,2.17
Kanam,Lowland,Pepper,7.49,171.1,25.06,60.85,17.97,1243.06,1.38
Kanam,Lowland,Pepper,5.84,139.48,52.68,114.13,27.8,1066.79,1.6
Kanam,Lowland,Pepper,6.63,153.94,36.91,113.46,27.4,491.16,1.85
Kanam,Lowland,Pepper,6.58,169.92,35.39,114.99,25.18,1099.39,1.16
Kanam,Lowland,Pepper,6.02,169.54,32.07,125.0,28.47,834.45,2.05
Kanam,Lowland,Pepper,5.94,182.68,49.98,125.0,23.19,450.0,1.05
Kanam,Lowland,Pepper,6.11,212.5,62.5,102.73,25.55,692.37,2.05
Kanam,Lowland,Pepper,8.28,212.5,53.52,123.17,29.87,807.07,0.96
Kanam,Lowland,Pepper,6.34,162.18,18.75,89.67,21.16,1209.3,1.09
Kanam,Lowland,Pepper,6.65,116.22,60.23,49.04,28.0,450.0,1.12
Kanam,Lowland,Pepper,6.54,155.34,40.26,97.67,22.13,762.82,1.5
Kanam,Lowland,Pepper,6.53,142.19,47.56,96.14,26.56,679.96,0.74
Kanam,Lowland,Pepper,6.5,194.33,43.39,72.23,29.78,697.97,1.98
Kanam,Lowland,Pepper,6.04,159.35,29.35,80.74,17.28,1019.1,1.74
Kanam,Lowland,Pepper,6.73,156.16,25.79,119.04,30.71,526.22,1.85
Kanam,Lowland,Pepper,7.13,125.63,32.59,107.71,17.57,450.0,0.78
Kanam,Lowland,Pepper,4.79,189.31,18.75,102.69,29.76,713.71,1.01
Kanam,Lowland,Pepper,6.56,144.96,51.56,41.25,20.68,1037.87,1.51
Kanam,Lowland,Pepper,7.02,155.61,34.95,85.75,33.75,1406.82,1.82
Kanam,Lowland,Pepper,6.43,166.92,48.98,104.68,21.56,1501.42,1.65
Kanam,Lowland,Pepper,8.12,152.55,33.33,125.0,27.08,875.57,0.64
Kanam,Lowland,Pepper,6.94,124.68,30.38,80.81,27.8,450.0,1.33
Kanam,Lowland,Pepper,7.22,93.87,39.44,77.11,23.38,1452.39,0.45
Kanam,Lowland,Pepper,7.03,125.31,29.21,64.51,29.46,752.45,1.26
Kanam,Lowland,Pepper,6.46,137.91,18.75,80.8,30.2,450.0,0.71
Kanam,Lowland,Pepper,5.99,115.17,36.51,64.99,23.46,806.81,1.93
Kanam,Lowland,Pepper,7.45,134.17,62.5,88.86,29.85,1557.14,1.58
Kanam,Lowland,Pepper,5.16,148.61,27.99,86.48,33.75,450.0,1.69
Kanam,Lowland,Pepper,5.59,132.29,47.78,102.04,24.32,578.69,1.7
Kanam,Lowland,Pepper,7.86,107.97,62.5,125.0,32.69,941.91,2.3
Kanam,Lowland,Pepper,5.48,117.53,48.09,101.45,24.72,450.0,1.17
Kanam,Lowland,Pepper,5.33,165.09,34.12,77.19,33.75,1218.52,2.22
Kanam,Lowland,Pepper,8.29,177.73,25.66,70.38,30.57,450.0,1.42
Kanam,Lowland,Pepper,4.46,148.93,49.38,101.02,30.43,1562.5,1.38
Kanam,Lowland,Pepper,8.75,153.59,50.77,77.65,33.75,1219.86,2.5
Kanam,Lowland,Pepper,6.41,93.47,43.63,49.14,23.74,897.43,2.5
Kanam,Lowland,Pepper,6.64,150.6,35.99,58.46,25.95,864.0,0.8
Kanam,Lowland,Pepper,5.32,125.16,37.86,81.68,19.98,934.65,1.85
Kanam,Lowland,Pepper,6.47,121.83,45.59,88.68,19.26,1217.79,1.73
Kanam,Lowland,Pepper,6.26,80.55,26.04,125.0,17.58,729.73,1.47
Kanam,Lowland,Pepper,6.64,83.58,39.45,49.43,26.01,577.71,0.87
Kanam,Lowland,Pepper,7.09,135.24,43.83,106.99,32.17,450.0,2.12
Kanam,Lowland,Pepper,6.38,129.4,20.14,109.61,20.66,1021.27,2.5
Kanam,Lowland,Pepper,7.22,201.86,26.42,113.71,19.49,736.5,2.5
Kanam,Lowland,Pepper,5.83,190.39,51.74,121.9,18.85,1024.08,1.37
Kanam,Lowland,Pepper,7.31,77.11,42.28,99.63,15.05,489.38,0.45
Kanam,Lowland,Pepper,5.73,167.37,39.76,98.13,20.04,1249.71,1.46
Kanam,Lowland,Cabbage,6.63,162.3,48.24,135.19,23.45,301.81,1.25
Kanam,Lowland,Cabbage,6.89,131.93,55.76,140.35,26.43,344.4,1.45
Kanam,Lowland,Cabbage,7.0,82.74,44.62,151.88,17.99,351.49,1.46
Kanam,Lowland,Cabbage,6.61,135.97,49.31,137.66,24.78,299.55,0.59
Kanam,Lowland,Cabbage,8.17,132.18,50.93,143.55,19.59,285.0,1.18
Kanam,Lowland,Cabbage,6.1,180.85,61.24,126.34,20.89,403.23,1.06
Kanam,Lowland,Cabbage,7.87,168.0,61.18,114.79,18.8,373.52,0.63
Kanam,Lowland,Cabbage,7.38,106.48,51.34,121.35,26.07,285.0,0.22
Kanam,Lowland,Cabbage,7.26,121.93,47.56,117.98,30.0,294.01,0.93
Kanam,Lowland,Cabbage,6.35,98.95,50.41,108.42,27.8,347.06,1.62
Kanam,Lowland,Cabbage,6.19,109.84,70.33,149.7,23.14,285.0,1.62
Kanam,Lowland,Cabbage,6.57,122.33,66.91,130.8,10.49,342.82,0.65
Kanam,Lowland,Cabbage,4.82,109.18,52.29,110.96,24.69,285.58,1.18
Kanam,Lowland,Cabbage,5.88,161.39,45.74,90.21,30.0,285.0,1.62
Kanam,Lowland,Cabbage,6.95,157.92,66.06,133.16,21.01,429.69,1.02
Kanam,Lowland,Cabbage,6.18,151.96,38.42,154.28,30.0,423.87,1.46
Kanam,Lowland,Cabbage,6.56,131.77,46.15,161.78,16.04,363.79,1.08
Kanam,Lowland,Cabbage,5.81,84.02,56.96,123.25,19.27,414.58,1.07
Kanam,Lowland,Cabbage,7.06,147.87,54.14,113.65,22.16,345.87,1.36
Kanam,Lowland,Cabbage,6.52,126.22,54.9,115.11,30.0,419.77,0.47
Kanam,Lowland,Cabbage,7.09,81.09,65.53,119.0,22.93,285.0,0.47
Kanam,Lowland,Cabbage,6.89,114.45,49.56,155.61,30.0,405.59,0.52
Kanam,Lowland,Cabbage,7.66,89.36,54.25,132.15,30.0,403.89,0.78
Kanam,Lowland,Cabbage,6.05,164.1,52.25,134.98,8.83,379.85,1.18
Kanam,Lowland,Cabbage,5.87,164.96,61.77,144.14,16.91,352.53,1.0
Kanam,Lowland,Cabbage,6.52,139.86,67.91,150.0,10.36,408.98,1.48
Kanam,Lowland,Cabbage,6.52,149.71,61.24,116.31,16.89,392.56,0.77
Kanam,Lowland,Cabbage,7.19,172.93,66.92,162.5,19.26,352.4,1.11
Kanam,Lowland,Cabbage,6.58,150.69,41.94,134.77,8.77,285.0,1.29
Kanam,Lowland,Cabbage,6.49,155.22,54.98,150.55,18.05,285.0,1.07
Kanam,Lowland,Cabbage,5.32,92.53,49.19,113.55,15.56,285.0,0.39
Kanam,Lowland,Cabbage,7.53,115.11,37.5,124.87,10.83,285.0,1.28
Kanam,Lowland,Cabbage,6.34,101.28,60.82,151.31,24.38,285.0,0.51
Kanam,Lowland,Cabbage,6.64,127.76,54.05,113.99,8.54,480.54,0.99
Kanam,Lowland,Cabbage,6.99,135.07,57.32,130.1,10.86,285.0,1.14
Kanam,Lowland,Cabbage,6.72,162.24,63.35,117.04,29.24,393.55,1.27
Kanam,Lowland,Cabbage,7.95,187.5,62.95,141.08,28.82,299.12,0.74
Kanam,Lowland,Cabbage,7.01,109.91,62.1,133.93,13.02,341.81,1.53
Kanam,Lowland,Cabbage,6.66,137.41,59.79,139.22,17.3,364.52,0.54
Kanam,Lowland,Cabbage,6.14,115.32,61.02,133.99,18.9,388.35,1.14
Kanam,Lowland,Cabbage,6.44,104.7,49.74,105.52,21.15,285.0,0.77
Kanam,Lowland,Cabbage,6.54,165.32,65.04,130.23,30.0,285.0,1.62
Kanam,Lowland,Cabbage,7.02,137.88,49.11,123.52,24.97,384.25,1.26
Kanam,Lowland,Cabbage,6.18,107.77,58.62,144.66,20.03,443.7,0.99
Kanam,Lowland,Cabbage,6.61,154.43,67.58,107.57,10.88,318.07,1.62
Kanam,Lowland,Cabbage,6.46,131.33,62.32,148.28,21.38,421.5,0.48
Kanam,Lowland,Cabbage,6.16,168.78,57.01,109.09,9.21,285.0,0.98
Kanam,Lowland,Cabbage,6.89,125.29,60.28,123.54,29.98,518.63,0.81
Kanam,Lowland,Cabbage,6.9,146.5,58.13,142.62,23.9,307.03,1.53
Kanam,Lowland,Cabbage,6.73,123.67,78.29,129.15,22.08,352.28,0.92
Kanam,Lowland,Maize,7.13,160.25,74.85,55.14,20.96,869.5,0.4
Kanam,Lowland,Maize,4.35,148.98,94.86,54.36,22.55,375.0,1.09
Kanam,Lowland,Maize,6.11,170.87,96.9,68.19,26.52,609.26,0.59
Kanam,Lowland,Maize,7.17,173.23,70.96,93.67,17.45,778.57,2.5
Kanam,Lowland,Maize,6.41,158.7,90.77,125.0,26.21,511.73,1.22
Kanam,Lowland,Maize,4.68,176.4,94.42,92.25,22.16,636.92,0.81
Kanam,Lowland,Maize,6.53,147.89,46.27,113.41,27.54,414.19,1.36
Kanam,Lowland,Maize,5.91,162.03,84.78,114.46,26.9,575.26,1.27
Kanam,Lowland,Maize,7.17,161.57,79.51,104.44,25.78,464.64,1.87
Kanam,Lowland,Maize,6.44,164.51,57.68,114.14,19.5,487.8,2.03
Kanam,Lowland,Maize,6.42,192.84,83.43,117.02,24.95,527.18,1.91
Kanam,Lowland,Maize,7.7,182.32,63.48,102.44,33.36,736.82,1.76
Kanam,Lowland,Maize,5.37,176.87,60.52,125.0,25.89,769.35,0.88
Kanam,Lowland,Maize,6.04,198.92,91.86,91.24,15.07,375.0,1.49
Kanam,Lowland,Maize,4.91,159.65,64.63,45.0,25.23,375.0,0.3
Kanam,Lowland,Maize,5.68,153.71,72.63,124.12,25.3,445.68,0.99
Kanam,Lowland,Maize,5.33,147.31,37.5,65.15,34.6,429.18,0.3
Kanam,Lowland,Maize,5.93,138.52,65.45,95.06,27.26,542.87,1.02
Kanam,Lowland,Maize,4.93,182.71,82.24,125.0,25.89,527.32,1.63
Kanam,Lowland,Maize,8.34,170.71,76.53,76.98,28.54,719.86,0.37
Kanam,Lowland,Maize,6.0,212.72,75.2,120.37,30.95,490.31,2.5
Kanam,Lowland,Maize,6.77,112.5,59.47,85.23,30.7,471.04,2.05
Kanam,Lowland,Maize,7.26,155.73,61.96,78.08,27.86,413.24,1.33
Kanam,Lowland,Maize,6.3,180.45,100.0,87.77,18.0,727.77,1.98
Kanam,Lowland,Maize,4.33,164.45,72.04,108.42,26.98,553.12,0.62
Kanam,Lowland,Maize,4.12,244.64,47.46,100.31,26.26,707.01,1.36
Kanam,Lowland,Maize,6.79,112.5,49.83,113.57,30.05,383.46,0.3
Kanam,Lowland,Maize,6.76,112.5,44.31,125.0,33.73,635.27,1.49
Kanam,Lowland,Maize,4.36,163.29,59.25,79.39,25.37,777.36,0.9
Kanam,Lowland,Maize,6.22,206.45,39.57,76.57,23.57,559.73,1.04
Kanam,Lowland,Maize,6.25,165.5,45.67,110.41,25.43,658.33,0.5
Kanam,Lowland,Maize,5.84,178.44,62.17,113.8,25.0,680.68,1.54
Kanam,Lowland,Maize,6.49,157.15,77.66,74.56,26.9,540.56,1.13
Kanam,Lowland,Maize,6.16,160.92,37.5,125.0,24.71,527.58,1.18
Kanam,Lowland,Maize,7.88,241.25,67.21,92.52,21.77,375.0,0.3
Kanam,Lowland,Maize,5.69,123.93,83.29,106.06,25.83,744.14,0.53
Kanam,Lowland,Maize,5.66,128.5,77.96,77.27,27.07,725.45,2.24
Kanam,Lowland,Maize,6.58,196.09,48.6,125.0,26.23,564.05,0.99
Kanam,Lowland,Maize,8.0,190.7,77.73,104.45,25.97,712.66,1.52
Kanam,Lowland,Maize,5.5,156.04,67.02,117.37,34.63,375.0,1.3
Kanam,Lowland,Maize,7.18,193.5,82.08,111.49,22.41,375.0,1.5
Kanam,Lowland,Maize,7.76,189.07,37.5,71.74,30.22,488.99,1.36
Kanam,Lowland,Maize,7.84,149.83,57.16,83.98,28.65,685.26,0.3
Kanam,Lowland,Maize,6.6,210.23,37.5,94.68,21.34,437.73,0.3
Kanam,Lowland,Maize,8.22,174.51,50.29,103.85,22.15,375.0,2.33
Kanam,Lowland,Maize,8.7,167.62,83.09,104.5,20.42,387.58,2.36
Kanam,Lowland,Maize,4.96,250.0,54.41,125.0,25.58,689.98,2.25
Kanam,Lowland,Maize,8.22,167.85,49.41,94.29,20.95,591.87,0.7
Kanam,Lowland,Maize,7.86,168.26,37.5,125.0,27.85,555.1,2.04
Kanam,Lowland,Maize,7.62,162.67,56.54,70.2,20.18,651.25,1.55
Kanam,Lowland,Wheat,7.99,172.25,43.94,62.5,14.46,414.22,2.62
Kanam,Lowland,Wheat,5.76,137.56,42.45,60.15,21.57,519.8,1.94
Kanam,Lowland,Wheat,5.42,149.66,41.08,32.53,24.51,512.22,0.6
Kanam,Lowland,Wheat,6.17,118.44,36.11,57.96,17.66,581.48,2.69
Kanam,Lowland,Wheat,7.83,136.17,44.89,49.66,18.4,588.71,2.06
Kanam,Lowland,Wheat,6.32,122.7,35.11,62.5,20.51,468.39,2.41
Kanam,Lowland,Wheat,5.71,166.85,35.86,62.5,19.59,570.94,0.6
Kanam,Lowland,Wheat,5.75,126.32,27.54,62.46,21.41,337.5,1.76
Kanam,Lowland,Wheat,8.04,75.0,31.97,48.8,20.57,443.17,2.56
Kanam,Lowland,Wheat,7.66,155.19,31.29,55.8,19.61,620.4,1.93
Kanam,Lowland,Wheat,6.34,159.74,42.71,41.7,19.49,411.37,2.85
Kanam,Lowland,Wheat,7.35,156.07,36.53,58.57,24.29,407.92,1.88
Kanam,Lowland,Wheat,5.54,112.56,37.46,38.2,24.34,352.33,2.47
Kanam,Lowland,Wheat,7.33,135.78,48.1,20.69,19.93,337.5,0.6
Kanam,Lowland,Wheat,5.73,135.39,35.17,62.5,19.88,412.15,1.5
Kanam,Lowland,Wheat,7.0,122.68,34.44,62.5,18.69,405.3,2.15
Kanam,Lowland,Wheat,7.48,108.84,43.83,61.53,21.02,399.73,1.42
Kanam,Lowland,Wheat,6.88,98.97,39.18,62.5,23.05,405.61,2.71
Kanam,Lowland,Wheat,9.31,125.67,43.45,20.66,16.85,460.62,0.9
Kanam,Lowland,Wheat,9.47,152.32,45.06,53.26,17.59,389.53,2.0
Kanam,Lowland,Wheat,6.37,154.45,43.57,53.76,15.2,649.86,1.59
Kanam,Lowland,Wheat,10.0,153.91,38.19,60.22,14.63,569.6,3.12
Kanam,Lowland,Wheat,4.7,126.5,38.8,62.5,25.0,494.62,3.12
Kanam,Lowland,Wheat,7.31,148.05,41.33,62.5,19.27,545.37,0.7
Kanam,Lowland,Wheat,6.78,116.32,39.93,49.07,23.79,347.59,0.6
Kanam,Lowland,Wheat,5.54,163.87,33.75,59.49,19.64,546.07,1.58
Kanam,Lowland,Wheat,10.0,187.5,37.57,47.09,25.0,337.5,1.73
Kanam,Lowland,Wheat,7.14,134.82,29.25,60.93,17.68,617.36,0.6
Kanam,Lowland,Wheat,7.18,75.0,26.82,41.44,18.47,620.83,1.74
Kanam,Lowland,Wheat,8.6,123.81,42.96,43.1,18.19,337.5,2.07
Kanam,Lowland,Wheat,7.41,157.55,40.67,62.5,21.01,565.6,1.49
Kanam,Lowland,Wheat,6.06,155.81,38.89,62.5,21.53,357.57,2.72
Kanam,Lowland,Wheat,6.1,153.12,46.9,48.07,23.86,496.34,2.52
Kanam,Lowland,Wheat,6.14,141.13,31.18,62.5,14.65,408.65,0.96
Kanam,Lowland,Wheat,7.89,187.5,43.24,62.5,16.5,337.5,1.0
Kanam,Lowland,Wheat,7.25,104.94,35.02,62.5,16.9,337.5,1.43
Kanam,Lowland,Wheat,6.76,164.33,34.15,43.17,22.19,543.4,3.03
Kanam,Lowland,Wheat,7.65,138.69,42.77,49.78,19.7,337.5,2.56
Kanam,Lowland,Wheat,7.36,157.54,26.25,53.0,18.01,624.98,2.32
Kanam,Lowland,Wheat,7.38,122.29,41.73,40.14,20.21,382.59,3.12
Kanam,Lowland,Wheat,8.81,165.88,30.7,62.5,21.05,592.59,2.06
Kanam,Lowland,Wheat,7.1,141.7,28.86,42.49,21.58,582.8,1.3
Kanam,Lowland,Wheat,7.06,88.21,47.94,62.5,22.39,497.41,3.12
Kanam,Lowland,Wheat,6.18,108.26,45.62,62.5,17.03,388.07,3.12
Kanam,Lowland,Wheat,7.59,157.83,32.64,62.5,16.38,337.5,2.41
Kanam,Lowland,Wheat,8.77,127.49,36.22,62.5,19.93,442.33,3.12
Kanam,Lowland,Wheat,6.7,115.82,44.18,43.3,20.08,337.5,1.94
Kanam,Lowland,Wheat,7.19,163.11,44.42,61.74,21.65,441.46,2.31
Kanam,Lowland,Wheat,5.83,75.0,46.2,62.5,20.13,575.24,1.14
Kanam,Lowland,Wheat,6.3,110.27,42.73,30.58,18.27,483.77,0.72
Kanam,Lowland,Pineapple,4.85,184.32,61.47,137.13,24.42,525.0,0.63
Kanam,Lowland,Pineapple,3.79,354.42,33.75,152.32,27.25,614.31,0.85
Kanam,Lowland,Pineapple,4.69,337.54,41.37,82.5,23.96,817.64,0.74
Kanam,Lowland,Pineapple,6.48,295.43,47.0,149.86,26.1,1079.76,1.02
Kanam,Lowland,Pineapple,7.8,309.31,53.67,115.9,27.47,739.35,0.74
Kanam,Lowland,Pineapple,5.37,190.84,69.11,177.95,23.68,834.31,0.48
Kanam,Lowland,Pineapple,6.26,310.99,66.3,170.88,26.03,640.53,0.52
Kanam,Lowland,Pineapple,5.59,266.31,44.79,107.93,26.74,674.02,0.38
Kanam,Lowland,Pineapple,6.57,347.45,65.63,135.06,26.88,1019.58,0.37
Kanam,Lowland,Pineapple,6.51,215.59,74.04,153.62,32.23,1052.41,0.74
Kanam,Lowland,Pineapple,4.78,282.86,52.31,155.47,23.11,659.95,0.39
Kanam,Lowland,Pineapple,6.25,315.47,63.05,203.12,25.0,785.95,1.06
Kanam,Lowland,Pineapple,4.93,279.76,52.72,275.0,29.0,856.6,0.18
Kanam,Lowland,Pineapple,5.81,268.54,52.51,82.5,24.45,738.1,1.17
Kanam,Lowland,Pineapple,4.93,258.51,75.17,162.17,26.7,729.83,0.31
Kanam,Lowland,Pineapple,6.27,248.15,54.06,209.65,31.56,525.0,1.08
Kanam,Lowland,Pineapple,6.61,248.75,61.4,275.0,25.21,792.26,0.92
Kanam,Lowland,Pineapple,6.23,306.39,56.35,214.07,24.86,778.7,0.61
Kanam,Lowland,Pineapple,4.19,254.03,57.55,209.1,24.03,585.91,1.03
Kanam,Lowland,Pineapple,6.2,311.21,70.35,215.64,26.03,770.1,1.25
Kanam,Lowland,Pineapple,8.12,293.85,60.65,227.67,27.06,953.67,1.13
Kanam,Lowland,Pineapple,6.02,261.86,36.69,228.1,27.5,620.89,0.38
Kanam,Lowland,Pineapple,6.37,209.31,57.9,235.22,28.29,681.62,0.34
Kanam,Lowland,Pineapple,6.29,324.05,47.74,213.65,30.71,809.3,0.64
Kanam,Lowland,Pineapple,6.81,244.68,39.28,233.22,26.05,694.61,0.56
Kanam,Lowland,Pineapple,5.06,332.34,73.79,275.0,29.56,831.6,0.28
Kanam,Lowland,Pineapple,5.39,363.2,49.34,275.0,27.13,525.0,1.0
Kanam,Lowland,Pineapple,7.07,272.88,68.78,82.5,23.75,785.85,0.94
Kanam,Lowland,Pineapple,7.18,301.05,40.5,194.83,28.41,525.0,0.76
Kanam,Lowland,Pineapple,5.22,248.07,60.23,107.55,27.98,847.91,1.16
Kanam,Lowland,Pineapple,4.31,213.24,57.66,162.85,32.5,830.24,0.8
Kanam,Lowland,Pineapple,5.41,225.0,60.98,176.12,26.82,766.53,0.86
Kanam,Lowland,Pineapple,3.6,309.16,44.55,172.35,30.02,1061.4,0.18
Kanam,Lowland,Pineapple,5.65,286.06,36.84,232.59,27.27,783.98,0.46
Kanam,Lowland,Pineapple,6.09,309.21,55.9,148.27,25.98,788.57,0.79
Kanam,Lowland,Pineapple,6.66,255.22,40.21,204.21,25.88,887.14,0.78
Kanam,Lowland,Pineapple,6.37,233.35,56.08,136.4,24.14,599.31,0.59
Kanam,Lowland,Pineapple,7.05,251.5,39.59,189.61,27.07,663.89,0.72
Kanam,Lowland,Pineapple,6.74,302.35,61.22,105.37,32.5,933.97,0.96
Kanam,Lowland,Pineapple,4.27,313.69,48.57,168.74,23.06,532.74,0.93
Kanam,Lowland,Pineapple,6.77,302.93,62.0,177.04,26.05,800.56,1.07
Kanam,Lowland,Pineapple,5.62,324.44,51.91,118.4,26.98,768.55,0.75
Kanam,Lowland,Pineapple,7.09,307.86,37.74,275.0,20.57,1126.43,0.68
Kanam,Lowland,Pineapple,5.39,272.43,58.9,181.17,26.69,979.06,0.98
Kanam,Lowland,Pineapple,4.5,305.21,60.52,146.26,28.86,722.42,0.7
Kanam,Lowland,Pineapple,5.32,175.45,48.27,226.87,26.95,525.09,1.12
Kanam,Lowland,Pineapple,5.27,224.86,80.12,113.73,29.06,615.37,0.83
Kanam,Lowland,Pineapple,4.57,224.13,60.5,207.15,29.68,743.98,1.25
Kanam,Lowland,Pineapple,5.92,298.09,38.58,141.85,28.22,735.26,0.84
Kanam,Lowland,Pineapple,4.67,279.88,55.79,105.58,28.51,525.0,0.84
Kanam,Lowland,Onion,7.66,105.77,42.27,60.37,25.0,510.46,0.73
Kanam,Lowland,Onion,6.33,119.17,55.35,52.88,17.58,333.24,0.3
Kanam,Lowland,Onion,6.62,117.57,18.75,81.28,18.81,541.14,0.88
Kanam,Lowland,Onion,7.51,75.94,43.4,83.83,20.1,262.5,1.35
Kanam,Lowland,Onion,6.35,73.78,51.58,89.86,22.37,304.36,1.08
Kanam,Lowland,Onion,6.46,97.76,41.89,78.07,18.2,438.64,1.2
Kanam,Lowland,Onion,5.75,45.0,37.88,61.76,21.75,262.5,1.25
Kanam,Lowland,Onion,6.39,125.0,45.49,100.0,20.57,445.85,1.23
Kanam,Lowland,Onion,7.49,88.19,18.75,37.9,25.0,405.77,1.46
Kanam,Lowland,Onion,7.5,51.32,30.23,73.87,22.66,269.27,0.55
Kanam,Lowland,Onion,5.89,116.72,25.76,67.42,22.34,268.54,0.3
