LGA,Climate,Crop,N,P,K,pH,Temp,Rainfall,Salinity
Shendam,Lowland,Tomato,120.44,59.96,190.96,6.25,17.63,455.12,0.63
Shendam,Lowland,Tomato,146.93,61.4,137.39,6.4,24.07,362.51,1.54
Shendam,Lowland,Tomato,162.95,99.83,199.29,3.91,31.25,527.22,1.37
Shendam,Lowland,Tomato,128.5,68.67,162.82,6.48,19.5,495.01,0.92
Shendam,Lowland,Tomato,83.39,48.75,137.93,6.34,27.73,524.32,0.92
Shendam,Lowland,Tomato,107.75,70.68,169.19,6.84,24.12,402.16,0.54
Shendam,Lowland,Tomato,167.07,95.75,213.82,4.72,28.76,534.08,1.74
Shendam,Lowland,Tomato,134.31,48.75,226.88,6.78,24.61,449.06,1.08
Shendam,Lowland,Tomato,138.71,106.21,270.92,5.53,28.58,318.79,1.96
Shendam,Lowland,Tomato,108.61,57.71,258.35,5.83,15.67,549.08,2.1
Shendam,Lowland,Tomato,93.12,48.75,225.71,6.34,23.93,435.37,1.01
Shendam,Lowland,Tomato,173.49,129.73,201.89,6.7,23.52,394.96,1.29
Shendam,Lowland,Tomato,104.27,53.17,247.64,5.79,25.74,420.5,0.88
Shendam,Lowland,Tomato,154.71,74.01,145.48,6.86,20.64,562.99,0.99
Shendam,Lowland,Tomato,169.22,94.52,229.98,7.02,23.26,300.0,1.02
Shendam,Lowland,Tomato,105.65,81.33,191.43,4.5,20.44,695.2,0.56
Shendam,Lowland,Tomato,93.52,55.28,141.31,5.42,27.27,433.82,1.25
Shendam,Lowland,Tomato,169.18,100.18,284.52,6.21,17.35,347.16,1.08
Shendam,Lowland,Tomato,163.74,55.95,297.9,7.31,24.94,300.0,1.11
Shendam,Lowland,Tomato,175.31,120.71,237.99,3.86,30.57,305.04,2.37
Shendam,Lowland,Tomato,119.82,90.95,161.42,7.0,30.47,324.18,0.88
Shendam,Lowland,Tomato,128.43,83.05,209.45,5.86,28.63,399.65,2.14
Shendam,Lowland,Tomato,155.57,72.91,224.14,4.7,28.04,382.05,2.41
Shendam,Lowland,Tomato,99.73,48.75,175.5,7.21,23.51,395.27,1.02
Shendam,Lowland,Tomato,144.72,110.71,211.66,6.0,22.89,434.82,0.77
Shendam,Lowland,Tomato,82.05,91.37,237.46,7.2,21.0,458.67,0.46
Shendam,Lowland,Tomato,180.49,119.8,209.74,5.9,21.03,410.15,1.08
Shendam,Lowland,Tomato,159.25,57.36,138.84,6.97,24.16,390.08,0.76
Shendam,Lowland,Tomato,78.19,126.05,205.28,7.75,16.64,300.0,0.42
Shendam,Lowland,Tomato,156.74,118.32,237.85,3.75,26.84,602.63,2.15
Shendam,Lowland,Tomato,117.79,107.56,184.01,6.24,23.01,505.66,0.38
Shendam,Lowland,Tomato,103.55,69.26,165.32,5.82,28.89,440.94,1.72
Shendam,Lowland,Tomato,100.2,76.82,190.75,5.02,20.66,488.52,1.17
Shendam,Lowland,Tomato,122.41,58.8,173.37,7.67,26.12,343.29,1.66
Shendam,Lowland,Tomato,101.1,92.04,262.48,3.99,25.59,417.03,1.92
Shendam,Lowland,Tomato,98.05,68.06,218.97,5.68,27.93,568.34,0.42
Shendam,Lowland,Tomato,118.59,96.7,169.96,7.6,26.52,300.0,0.38
Shendam,Lowland,Tomato,75.0,89.37,182.43,3.75,26.67,742.9,2.01
Shendam,Lowland,Tomato,182.63,111.87,239.17,5.06,20.4,495.29,0.51
Shendam,Lowland,Tomato,144.83,132.68,246.18,7.07,26.29,300.0,1.77
Shendam,Lowland,Tomato,158.51,136.57,237.56,6.47,18.82,485.7,0.54
Shendam,Lowland,Tomato,148.51,88.13,197.11,5.46,21.14,425.66,0.76
Shendam,Lowland,Tomato,116.68,77.83,250.36,5.94,23.4,433.71,1.71
Shendam,Lowland,Tomato,131.99,82.5,180.74,5.04,19.93,550.65,0.94
Shendam,Lowland,Tomato,138.77,126.11,200.51,3.75,18.15,655.03,0.38
Shendam,Lowland,Tomato,132.58,76.39,180.19,7.57,24.09,412.24,1.67
Shendam,Lowland,Groundnut,15.1,22.05,50.0,7.49,31.91,441.18,0.93
Shendam,Lowland,Groundnut,25.0,33.46,50.0,6.26,30.67,429.6,1.33
Shendam,Lowland,Groundnut,23.52,16.68,46.66,6.7,33.68,433.03,1.18
Shendam,Lowland,Groundnut,23.56,38.57,30.84,6.62,31.78,655.64,0.88
Shendam,Lowland,Groundnut,17.51,23.91,46.8,6.94,22.49,644.82,0.5
Shendam,Lowland,Groundnut,25.0,23.45,36.16,6.32,25.64,657.5,0.61
Shendam,Lowland,Groundnut,25.0,41.01,49.54,7.6,27.62,413.7,0.56
Shendam,Lowland,Groundnut,18.14,40.7,50.0,5.74,31.18,620.57,0.94
Shendam,Lowland,Groundnut,15.56,17.23,41.35,6.3,27.72,712.13,0.27
Shendam,Lowland,Groundnut,17.11,14.12,42.49,7.52,26.63,576.95,0.59
Shendam,Lowland,Groundnut,25.0,46.71,50.0,7.65,29.33,375.0,1.01
Shendam,Lowland,Groundnut,25.0,50.0,50.0,7.96,25.48,375.0,0.98
Shendam,Lowland,Groundnut,17.1,11.25,27.92,6.2,30.91,619.99,0.7
Shendam,Lowland,Groundnut,22.46,26.59,50.0,6.61,29.62,417.3,1.32
Shendam,Lowland,Groundnut,22.38,36.26,50.0,7.05,30.12,375.0,1.23
Shendam,Lowland,Groundnut,25.0,43.3,35.08,6.16,26.06,509.22,1.03
Shendam,Lowland,Groundnut,25.0,21.91,45.24,5.68,21.32,649.85,1.0
Shendam,Lowland,Groundnut,25.0,17.16,35.97,5.81,28.4,559.85,1.21
Shendam,Lowland,Groundnut,23.24,11.25,35.65,5.7,28.95,575.23,1.33
Shendam,Lowland,Groundnut,11.3,17.68,26.32,5.19,31.33,514.02,1.5
Shendam,Lowland,Groundnut,25.0,29.38,35.95,6.51,29.87,522.26,0.83
Shendam,Lowland,Groundnut,20.84,11.25,29.42,6.85,19.37,584.68,0.22
Shendam,Lowland,Groundnut,24.05,17.79,50.0,6.43,25.47,671.29,0.33
Shendam,Lowland,Groundnut,17.66,45.05,50.0,6.41,27.97,476.19,0.93
Shendam,Lowland,Groundnut,25.0,41.51,50.0,6.44,24.04,628.04,1.1
Shendam,Lowland,Groundnut,19.3,50.0,43.26,7.21,26.71,406.52,0.19
Shendam,Lowland,Groundnut,25.0,12.18,50.0,7.41,25.85,456.0,0.57
Shendam,Lowland,Groundnut,23.8,12.25,45.06,5.62,28.67,683.57,1.23
Shendam,Lowland,Groundnut,19.85,21.73,50.0,6.68,29.18,514.06,1.1
Shendam,Lowland,Groundnut,16.44,24.81,38.49,6.95,23.82,607.29,0.67
Shendam,Lowland,Groundnut,25.0,50.0,49.13,6.74,29.04,499.29,0.75
Shendam,Lowland,Groundnut,25.0,50.0,50.0,6.82,23.52,375.0,1.48
Shendam,Lowland,Groundnut,25.0,49.29,50.0,6.79,35.0,425.07,1.05
Shendam,Lowland,Groundnut,25.0,44.74,50.0,6.78,31.96,375.0,1.23
Shendam,Lowland,Groundnut,25.0,31.93,50.0,6.15,25.24,505.85,1.05
Shendam,Lowland,Groundnut,22.3,16.86,50.0,6.73,30.79,480.82,0.74
Shendam,Lowland,Groundnut,25.0,26.7,33.8,6.33,31.79,538.72,1.03
Shendam,Lowland,Groundnut,25.0,40.01,50.0,6.42,30.69,498.92,0.96
Shendam,Lowland,Groundnut,22.84,40.76,50.0,5.94,27.17,516.9,1.16
Shendam,Lowland,Groundnut,25.0,11.25,50.0,6.05,30.92,537.32,1.36
Shendam,Lowland,Groundnut,25.0,15.5,40.28,6.91,28.42,394.39,0.89
Shendam,Lowland,Groundnut,25.0,35.83,50.0,7.16,34.4,375.0,1.33
Shendam,Lowland,Groundnut,25.0,50.0,49.03,7.7,27.62,579.5,0.5
Shendam,Lowland,Groundnut,25.0,48.62,50.0,6.83,23.38,521.21,0.61
Shendam,Lowland,Groundnut,21.45,19.07,50.0,7.55,29.05,424.87,1.04
Shendam,Lowland,Groundnut,25.0,24.19,50.0,5.34,27.17,724.94,0.79
Shendam,Lowland,Groundnut,25.0,21.97,50.0,6.5,24.4,563.44,0.77
Shendam,Lowland,Groundnut,18.88,16.03,38.71,6.05,29.82,397.69,1.11
Shendam,Lowland,Groundnut,22.31,37.04,35.81,6.82,23.34,570.5,0.19
Shendam,Lowland,Groundnut,25.0,22.32,50.0,7.75,28.88,472.64,0.6
Shendam,Lowland,Pepper,181.46,18.75,72.6,6.12,30.2,490.6,2.08
Shendam,Lowland,Pepper,157.54,42.63,125.0,7.26,24.04,717.16,1.54
Shendam,Lowland,Pepper,175.31,61.12,91.53,7.2,21.22,660.39,1.43
Shendam,Lowland,Pepper,100.71,46.35,93.59,4.78,30.45,1312.76,1.83
Shendam,Lowland,Pepper,164.8,28.04,76.59,6.28,24.51,597.82,1.99
Shendam,Lowland,Pepper,134.85,24.98,89.99,7.03,23.48,939.23,1.1
Shendam,Lowland,Pepper,119.24,22.13,87.11,5.63,25.76,918.02,1.69
Shendam,Lowland,Pepper,125.21,18.75,97.38,6.79,23.88,677.48,1.9
Shendam,Lowland,Pepper,121.65,18.75,65.76,7.23,29.25,641.61,0.96
Shendam,Lowland,Pepper,99.65,19.96,41.25,6.93,26.96,716.09,1.65
Shendam,Lowland,Pepper,75.0,18.75,41.25,5.38,18.99,1562.5,0.48
Shendam,Lowland,Pepper,116.73,38.33,118.85,5.41,29.51,816.87,1.97
Shendam,Lowland,Pepper,179.68,59.87,65.18,7.07,22.34,950.03,0.45
Shendam,Lowland,Pepper,135.2,32.52,84.31,6.3,28.55,902.85,1.49
Shendam,Lowland,Pepper,151.76,34.55,78.05,6.33,24.32,899.02,0.84
Shendam,Lowland,Pepper,98.42,38.72,65.17,6.82,21.57,882.01,1.26
Shendam,Lowland,Pepper,129.23,42.93,101.17,6.02,33.75,684.95,2.25
Shendam,Lowland,Pepper,125.96,22.53,105.19,7.0,20.07,986.38,1.0
Shendam,Lowland,Pepper,154.59,30.96,102.83,6.29,31.59,1157.23,0.72
Shendam,Lowland,Pepper,101.95,33.65,125.0,7.31,24.45,450.0,1.46
Shendam,Lowland,Pepper,146.8,62.5,67.32,5.75,29.35,913.26,1.71
Shendam,Lowland,Pepper,126.77,36.93,88.39,5.4,13.5,1109.75,1.69
Shendam,Lowland,Pepper,130.3,26.92,68.55,5.02,29.47,854.03,2.5
Shendam,Lowland,Pepper,121.0,18.75,87.54,5.14,21.13,1562.5,0.62
Shendam,Lowland,Pepper,154.47,44.89,106.06,7.17,21.98,1075.87,0.45
Shendam,Lowland,Pepper,186.08,49.68,101.49,4.32,25.35,1197.96,1.54
Shendam,Lowland,Pepper,151.39,52.51,106.13,6.19,20.06,1115.84,0.83
Shendam,Lowland,Pepper,134.04,46.55,125.0,7.25,20.44,867.1,0.45
Shendam,Lowland,Pepper,175.03,56.75,105.29,6.68,27.61,664.09,1.8
Shendam,Lowland,Pepper,159.48,34.62,49.98,4.61,19.5,1296.86,1.96
Shendam,Lowland,Pepper,147.41,44.55,112.35,8.18,17.69,450.0,0.91
Shendam,Lowland,Pepper,170.65,36.35,87.14,7.25,28.1,492.53,1.57
Shendam,Lowland,Pepper,183.08,19.48,57.93,5.87,16.17,1472.95,1.35
Shendam,Lowland,Pepper,186.03,39.23,92.44,8.44,27.87,450.0,0.45
Shendam,Lowland,Pepper,132.71,45.36,96.08,6.77,14.15,450.0,2.08
Shendam,Lowland,Pepper,87.6,37.75,85.99,6.97,17.31,1562.5,0.45
Shendam,Lowland,Pepper,166.2,37.87,85.82,6.03,24.39,450.0,2.5
Shendam,Lowland,Pepper,119.77,33.74,54.54,4.98,13.5,1562.5,1.31
Shendam,Lowland,Pepper,194.78,62.5,98.9,6.72,26.34,847.07,2.31
Shendam,Lowland,Pepper,134.19,52.35,89.53,5.93,24.36,945.66,1.0
Shendam,Lowland,Pepper,173.48,49.26,104.78,6.65,32.33,450.0,2.33
Shendam,Lowland,Pepper,170.43,41.8,88.0,5.49,31.04,871.55,2.32
Shendam,Lowland,Pepper,204.82,22.38,125.0,6.37,32.9,781.56,1.86
Shendam,Lowland,Pepper,199.81,62.5,107.04,6.49,23.68,948.18,0.65
Shendam,Lowland,Pepper,151.72,28.7,83.07,7.25,17.98,1141.58,0.71
Shendam,Lowland,Pepper,151.45,33.1,124.46,6.31,29.83,831.81,2.5
Shendam,Lowland,Pepper,77.6,18.75,85.4,6.35,30.21,1195.01,1.94
Shendam,Lowland,Pepper,116.0,18.75,60.98,6.04,33.55,593.21,2.19
Shendam,Lowland,Pepper,204.16,40.81,103.75,5.79,33.24,1239.4,0.57
Shendam,Lowland,Pepper,131.17,33.28,85.87,5.74,32.05,549.06,2.46
Shendam,Lowland,Cabbage,104.07,50.96,137.55,6.98,18.96,339.39,0.96
Shendam,Lowland,Cabbage,134.31,49.47,132.68,6.61,16.82,373.6,1.16
Shendam,Lowland,Cabbage,173.94,57.37,162.5,6.37,24.06,392.9,1.31
Shendam,Lowland,Cabbage,130.24,52.47,143.99,6.8,18.23,339.62,0.61
Shendam,Lowland,Cabbage,115.8,48.8,131.92,6.38,17.19,524.28,0.41
Shendam,Lowland,Cabbage,99.34,53.68,113.41,6.49,21.35,285.0,1.39
Shendam,Lowland,Cabbage,89.67,54.65,104.91,5.7,11.86,484.21,0.49
Shendam,Lowland,Cabbage,149.63,58.08,143.66,6.46,8.72,433.73,0.15
Shendam,Lowland,Cabbage,134.58,53.34,146.29,6.76,7.5,417.41,0.38
Shendam,Lowland,Cabbage,168.43,65.81,154.0,7.15,7.71,312.83,1.41
Shendam,Lowland,Cabbage,172.04,51.79,120.04,7.54,24.86,292.86,1.25
Shendam,Lowland,Cabbage,152.33,63.44,118.22,6.42,26.93,336.35,0.91
Shendam,Lowland,Cabbage,178.02,70.36,158.05,8.05,17.28,285.0,1.2
Shendam,Lowland,Cabbage,111.34,65.04,145.52,7.87,7.5,285.0,0.98
Shendam,Lowland,Cabbage,113.93,50.83,106.86,5.84,19.42,376.36,1.28
Shendam,Lowland,Cabbage,115.16,43.67,161.11,6.42,20.41,287.62,1.62
Shendam,Lowland,Cabbage,133.55,50.53,151.47,6.36,30.0,335.27,1.37
Shendam,Lowland,Cabbage,187.5,68.8,151.43,6.51,20.19,285.0,1.51
Shendam,Lowland,Cabbage,114.99,58.8,128.24,6.55,11.69,391.42,0.95
Shendam,Lowland,Cabbage,143.15,56.79,137.53,6.1,7.5,330.03,0.87
Shendam,Lowland,Cabbage,184.86,63.36,129.39,7.21,11.42,402.01,0.15
Shendam,Lowland,Cabbage,148.86,40.03,149.33,5.94,12.36,375.03,0.94
Shendam,Lowland,Cabbage,165.08,49.47,142.85,5.7,7.5,468.23,0.72
Shendam,Lowland,Cabbage,110.8,61.14,133.71,6.57,30.0,285.0,1.53
Shendam,Lowland,Cabbage,118.04,52.66,119.43,6.84,29.97,285.0,1.36
Shendam,Lowland,Cabbage,137.39,54.93,112.36,6.18,30.0,329.06,1.62
Shendam,Lowland,Cabbage,123.45,61.91,119.43,6.25,18.77,327.51,1.04
Shendam,Lowland,Cabbage,98.24,38.09,100.5,6.17,29.64,403.57,1.16
Shendam,Lowland,Cabbage,111.64,62.19,151.37,7.09,28.97,334.94,0.99
Shendam,Lowland,Cabbage,116.46,49.63,129.79,7.58,27.99,323.97,0.64
Shendam,Lowland,Cabbage,185.82,75.69,162.5,7.58,21.94,285.0,0.66
Shendam,Lowland,Cabbage,131.38,65.96,162.5,6.61,19.61,451.2,0.65
Shendam,Lowland,Cabbage,173.29,51.97,137.54,7.76,23.22,312.46,0.19
Shendam,Lowland,Cabbage,138.56,70.74,136.81,5.57,22.69,344.54,1.54
Shendam,Lowland,Cabbage,129.81,61.49,127.51,7.13,24.65,385.16,0.59
Shendam,Lowland,Cabbage,110.85,51.82,111.25,6.42,9.77,349.23,1.15
Shendam,Lowland,Cabbage,75.0,37.5,94.9,6.23,12.86,489.76,0.3
Shendam,Lowland,Cabbage,156.46,61.39,127.21,6.48,23.71,390.07,1.23
Shendam,Lowland,Cabbage,133.61,55.06,125.52,6.23,24.25,345.49,0.91
Shendam,Lowland,Cabbage,161.59,60.13,133.49,6.53,23.23,286.33,1.42
Shendam,Lowland,Cabbage,160.99,69.87,152.4,7.14,11.34,323.36,0.5
Shendam,Lowland,Cabbage,111.64,46.75,109.33,7.99,13.8,326.8,0.74
Shendam,Lowland,Cabbage,122.77,55.59,140.38,6.25,12.27,388.16,1.1
Shendam,Lowland,Cabbage,167.44,56.84,139.95,6.05,25.08,292.28,1.62
Shendam,Lowland,Cabbage,120.68,67.01,106.26,7.18,20.5,337.36,1.5
Shendam,Lowland,Cabbage,143.8,50.66,125.01,5.92,24.78,321.98,1.19
Shendam,Lowland,Cabbage,106.7,68.3,122.64,7.23,23.94,285.0,0.82
Shendam,Lowland,Cabbage,142.74,53.4,126.64,5.28,9.39,373.27,1.42
Shendam,Lowland,Cabbage,121.63,48.21,124.34,6.87,19.74,372.08,1.09
Shendam,Lowland,Cabbage,155.8,55.17,98.11,6.47,18.04,354.46,0.93
Shendam,Lowland,Maize,204.04,95.99,92.69,4.12,31.52,629.95,1.63
Shendam,Lowland,Maize,239.88,100.0,90.57,8.9,33.53,375.0,1.13
Shendam,Lowland,Maize,213.99,87.42,71.25,6.33,27.88,474.31,1.1
Shendam,Lowland,Maize,195.85,67.85,93.33,5.05,35.0,635.79,2.5
Shendam,Lowland,Maize,231.36,45.17,89.24,6.87,28.05,520.02,1.37
Shendam,Lowland,Maize,218.85,75.19,79.12,6.77,33.93,375.0,1.91
Shendam,Lowland,Maize,211.58,65.43,125.0,7.44,26.16,540.35,1.03
Shendam,Lowland,Maize,223.56,61.93,92.9,6.81,27.85,444.7,1.57
Shendam,Lowland,Maize,212.86,64.49,92.04,6.9,27.33,636.29,1.33
Shendam,Lowland,Maize,203.45,60.13,115.79,6.92,34.15,524.75,1.98
Shendam,Lowland,Maize,192.5,49.35,76.43,6.92,29.49,519.92,1.78
Shendam,Lowland,Maize,181.96,57.86,94.46,5.44,19.57,714.46,1.5
Shendam,Lowland,Maize,201.72,50.08,112.51,5.87,29.55,375.0,2.08
Shendam,Lowland,Maize,189.62,64.77,64.23,7.96,35.0,463.28,1.35
Shendam,Lowland,Maize,208.0,100.0,110.6,8.23,30.19,375.0,0.48
Shendam,Lowland,Maize,227.07,59.3,110.9,7.49,29.57,411.06,1.24
Shendam,Lowland,Maize,204.92,99.58,125.0,7.68,20.6,375.0,0.3
Shendam,Lowland,Maize,231.08,81.44,121.87,6.92,26.99,449.67,1.27
Shendam,Lowland,Maize,212.21,43.62,91.09,7.62,30.38,375.0,2.0
Shendam,Lowland,Maize,192.5,75.27,82.68,4.64,23.19,812.02,0.66
Shendam,Lowland,Maize,172.46,42.46,76.14,7.82,24.52,456.43,2.03
Shendam,Lowland,Maize,250.0,98.13,125.0,7.31,22.09,578.64,1.28
Shendam,Lowland,Maize,203.87,82.7,109.21,7.09,24.97,649.28,0.71
Shendam,Lowland,Maize,209.27,71.7,64.16,5.6,35.0,502.41,2.5
Shendam,Lowland,Maize,221.63,70.03,110.05,7.56,29.63,375.0,1.51
Shendam,Lowland,Maize,136.19,52.31,93.71,7.13,31.69,375.0,2.44
Shendam,Lowland,Maize,248.51,76.68,125.0,7.26,23.01,580.84,0.3
Shendam,Lowland,Maize,250.0,64.41,125.0,6.39,19.44,576.45,1.42
Shendam,Lowland,Maize,210.87,88.62,120.14,6.31,30.79,375.0,2.22
Shendam,Lowland,Maize,150.44,71.62,108.95,6.55,30.78,489.53,1.36
Shendam,Lowland,Maize,196.24,62.82,125.0,5.92,28.64,496.26,1.33
Shendam,Lowland,Maize,196.3,57.81,106.62,6.26,29.78,433.87,2.1
Shendam,Lowland,Maize,214.79,86.68,96.08,6.68,26.84,532.74,1.14
Shendam,Lowland,Maize,198.46,53.01,125.0,6.83,29.45,483.2,1.49
Shendam,Lowland,Maize,127.92,45.5,58.73,6.83,31.27,738.84,0.3
Shendam,Lowland,Maize,250.0,79.59,114.16,5.74,28.54,413.71,1.67
Shendam,Lowland,Maize,245.79,96.33,114.29,6.37,27.24,409.42,2.45
Shendam,Lowland,Maize,172.2,37.5,109.72,6.44,28.05,544.26,1.32
Shendam,Lowland,Maize,181.03,53.02,75.27,5.05,26.43,759.42,1.57
Shendam,Lowland,Maize,221.69,63.34,115.19,9.2,20.97,383.16,0.47
Shendam,Lowland,Maize,186.31,50.28,73.72,7.17,31.02,635.07,1.06
Shendam,Lowland,Maize,155.89,75.15,113.71,6.53,22.36,723.42,0.67
Shendam,Lowland,Maize,204.42,79.05,115.04,5.04,23.36,738.36,0.64
Shendam,Lowland,Maize,143.57,58.03,114.55,6.53,32.6,548.02,0.3
Shendam,Lowland,Maize,179.27,58.02,109.36,6.98,29.56,794.37,1.22
Shendam,Lowland,Maize,201.38,57.88,79.11,6.47,30.7,867.28,1.29
Shendam,Lowland,Maize,133.14,37.5,81.96,6.88,31.27,375.0,2.5
Shendam,Lowland,Maize,183.38,66.08,112.76,5.17,30.5,794.29,0.95
Shendam,Lowland,Maize,181.61,45.51,125.0,6.19,24.48,740.4,1.49
Shendam,Lowland,Maize,191.44,84.52,108.67,5.33,31.75,703.91,1.69
Shendam,Lowland,Wheat,96.51,30.73,33.39,6.77,25.0,536.36,2.4
Shendam,Lowland,Wheat,141.31,37.93,50.22,7.36,20.55,337.5,2.56
Shendam,Lowland,Wheat,130.04,47.25,50.59,7.39,17.86,337.5,1.47
Shendam,Lowland,Wheat,154.34,40.64,62.5,6.6,23.58,355.84,3.12
Shendam,Lowland,Wheat,132.53,39.43,39.61,5.57,21.86,521.96,2.59
Shendam,Lowland,Wheat,149.42,31.18,62.5,7.55,21.16,371.07,2.62
Shendam,Lowland,Wheat,110.19,29.29,58.37,6.07,22.74,337.5,2.0
Shendam,Lowland,Wheat,144.55,39.72,62.5,8.77,20.6,337.5,1.57
Shendam,Lowland,Wheat,185.4,45.84,62.5,6.94,19.1,547.82,1.84
Shendam,Lowland,Wheat,108.0,37.48,62.5,5.46,20.73,504.66,2.67
Shendam,Lowland,Wheat,116.37,42.2,42.62,8.09,22.18,370.51,2.35
Shendam,Lowland,Wheat,111.64,36.0,54.52,7.66,16.92,472.49,1.19
Shendam,Lowland,Wheat,163.69,48.44,62.5,9.2,17.8,337.5,1.62
Shendam,Lowland,Wheat,136.62,49.86,33.37,7.42,20.93,471.53,0.6
Shendam,Lowland,Wheat,139.95,36.66,62.5,7.96,22.23,337.5,2.01
Shendam,Lowland,Wheat,145.09,35.97,62.5,7.5,22.31,439.38,2.05
Shendam,Lowland,Wheat,160.67,37.73,49.38,7.24,19.78,488.53,1.23
Shendam,Lowland,Wheat,171.19,37.78,62.5,8.07,18.16,428.56,1.92
Shendam,Lowland,Wheat,133.3,49.23,40.5,5.36,22.01,672.61,0.88
Shendam,Lowland,Wheat,108.16,35.17,31.33,6.27,21.78,686.48,1.13
Shendam,Lowland,Wheat,122.04,38.3,42.2,5.41,25.0,374.42,3.12
Shendam,Lowland,Wheat,99.02,32.67,43.94,4.86,23.68,764.69,3.12
Shendam,Lowland,Wheat,156.02,37.95,62.5,9.04,16.46,337.5,3.12
Shendam,Lowland,Wheat,122.45,31.64,46.46,5.8,21.73,469.0,1.91
Shendam,Lowland,Wheat,154.85,42.68,57.57,7.86,17.62,417.9,0.6
Shendam,Lowland,Wheat,112.39,37.4,62.5,7.0,22.54,337.5,2.77
Shendam,Lowland,Wheat,75.0,34.06,36.33,7.24,11.25,768.9,0.6
Shendam,Lowland,Wheat,129.69,38.07,62.5,5.12,22.86,452.92,2.34
Shendam,Lowland,Wheat,187.5,50.29,62.5,5.52,21.36,461.13,2.79
Shendam,Lowland,Wheat,139.18,42.13,44.42,7.98,21.7,601.2,0.6
Shendam,Lowland,Wheat,112.57,26.63,45.71,5.98,20.12,479.11,2.27
Shendam,Lowland,Wheat,120.24,34.58,53.06,8.76,20.66,342.89,2.05
Shendam,Lowland,Wheat,126.38,40.08,35.83,7.76,18.21,347.17,2.3
Shendam,Lowland,Wheat,130.34,32.14,62.5,7.2,25.0,352.36,2.2
Shendam,Lowland,Wheat,79.2,26.25,31.61,7.37,24.79,525.18,1.02
Shendam,Lowland,Wheat,161.13,38.98,62.5,7.69,23.77,466.03,1.31
Shendam,Lowland,Wheat,105.2,41.81,58.92,7.09,19.03,412.95,2.74
Shendam,Lowland,Wheat,129.93,39.56,44.05,8.69,21.13,504.37,0.98
Shendam,Lowland,Wheat,102.98,39.64,62.5,5.57,22.3,473.81,3.12
Shendam,Lowland,Wheat,146.55,44.69,50.52,8.13,20.43,478.0,2.27
Shendam,Lowland,Wheat,91.36,31.74,61.2,5.26,18.7,619.71,2.16
Shendam,Lowland,Wheat,122.55,44.08,62.5,5.99,19.07,449.13,2.06
Shendam,Lowland,Wheat,185.28,36.28,46.52,7.33,18.63,447.7,2.63
Shendam,Lowland,Wheat,169.34,36.67,49.25,8.27,24.59,357.58,2.91
Shendam,Lowland,Wheat,106.73,34.6,62.05,8.6,24.44,496.85,1.23
Shendam,Lowland,Wheat,132.02,29.76,58.54,6.77,19.89,617.66,2.19
Shendam,Lowland,Wheat,157.86,44.48,48.61,8.56,21.24,409.8,1.16
Shendam,Lowland,Wheat,109.84,33.65,36.39,7.41,19.72,456.11,1.89
Shendam,Lowland,Wheat,187.5,41.82,58.39,6.49,21.42,337.5,2.62
Shendam,Lowland,Wheat,164.39,50.09,53.77,6.73,22.88,369.19,1.76
Shendam,Lowland,Pineapple,348.3,73.15,275.0,6.93,29.54,649.24,0.63
Shendam,Lowland,Pineapple,172.5,48.8,115.05,7.36,28.44,525.0,0.86
Shendam,Lowland,Pineapple,209.23,71.84,112.66,5.43,30.57,599.67,0.99
Shendam,Lowland,Pineapple,235.33,53.89,146.83,3.38,27.22,877.86,1.22
Shendam,Lowland,Pineapple,236.29,56.98,101.93,4.64,25.32,1075.44,0.42
Shendam,Lowland,Pineapple,363.38,66.77,275.0,4.85,29.77,727.58,0.87
Shendam,Lowland,Pineapple,284.77,54.45,106.5,5.78,27.68,843.43,0.45
Shendam,Lowland,Pineapple,250.71,64.64,203.92,5.96,27.23,747.79,0.41
Shendam,Lowland,Pineapple,260.62,56.11,82.5,3.6,26.57,884.64,0.67
Shendam,Lowland,Pineapple,355.07,67.2,237.34,3.95,20.87,897.43,0.72
Shendam,Lowland,Pineapple,270.8,59.14,182.17,6.1,31.27,622.85,0.7
Shendam,Lowland,Pineapple,273.66,48.04,103.5,4.95,28.65,840.65,1.03
Shendam,Lowland,Pineapple,274.47,37.76,184.94,5.48,25.63,646.48,0.55
Shendam,Lowland,Pineapple,269.58,70.29,189.62,5.37,29.15,781.22,1.06
Shendam,Lowland,Pineapple,348.39,65.69,192.8,5.96,27.49,650.66,0.54
Shendam,Lowland,Pineapple,283.19,50.67,212.96,7.04,22.34,854.12,0.44
Shendam,Lowland,Pineapple,302.52,39.37,200.31,4.7,28.04,906.36,0.94
Shendam,Lowland,Pineapple,259.5,45.44,124.31,4.93,28.82,838.57,0.74
Shendam,Lowland,Pineapple,306.6,55.65,227.6,6.96,30.7,538.38,1.1
Shendam,Lowland,Pineapple,297.54,48.35,102.95,5.2,27.66,834.17,1.17
Shendam,Lowland,Pineapple,258.35,39.9,105.12,3.38,24.99,1230.82,0.87
Shendam,Lowland,Pineapple,228.22,42.62,213.93,6.12,26.48,812.82,0.33
Shendam,Lowland,Pineapple,314.32,50.81,265.65,5.64,25.12,876.12,0.3
Shendam,Lowland,Pineapple,224.89,41.55,106.13,5.32,23.34,844.47,0.51
Shendam,Lowland,Pineapple,238.56,42.31,226.57,5.18,27.24,935.73,0.5
Shendam,Lowland,Pineapple,306.52,36.7,82.93,5.64,25.15,659.42,0.55
